,ï»¿Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,age_group
2419,1,39,1,9003,1,1,133.1,6,1,1,192,144,129.8,0,0,0,1,1,0,1,0,7,7,7,13.57142857,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled,17-30
2420,1,39,1,9085,1,2,140.0,1,38,38,9,10,150.0,0,0,0,1,1,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,41-50
2421,2,39,1,9991,0,19,133.1,1,37,37,5,5,111.9,1,0,0,1,1,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,41-50
2422,1,39,1,9003,1,1,120.0,1,37,37,9,9,150.1,1,0,0,1,1,0,0,0,6,9,6,14.77777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,Graduate,41-50
2423,1,39,1,9003,1,1,133.1,1,1,37,9,8,130.0,0,0,0,1,1,0,0,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout,17-30
2424,1,39,2,9119,1,1,120.0,1,37,37,5,5,128.0,0,0,0,1,1,0,0,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout,17-30
2425,1,39,2,9147,1,38,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,17-30
2426,1,39,2,9991,0,1,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,17-30
2427,2,39,2,9670,1,1,100.0,1,37,37,9,9,110.0,0,0,0,1,1,1,0,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,31-40
2428,1,39,1,9003,1,19,133.1,1,1,19,4,10,114.0,0,0,0,1,1,0,0,3,9,13,6,11.66666667,0,2,7,10,6,10.85714286,0,15.5,2.8,-4.06,Dropout,17-30
2429,1,42,1,9119,1,1,120.0,1,34,34,0,0,128.2,1,0,0,1,1,0,0,6,10,12,7,11.28571429,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,Dropout,31-40
2430,1,1,1,9773,1,1,128.0,1,38,38,6,3,116.5,0,0,0,1,1,1,0,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate,17-30
2431,1,1,1,9991,0,1,172.0,1,38,37,9,9,149.3,0,0,0,1,1,1,0,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate,17-30
2432,1,1,3,9773,1,1,146.0,1,38,38,9,7,134.1,1,0,0,1,1,1,0,0,6,6,6,12.5,0,0,6,7,6,12.66666667,0,10.8,1.4,1.74,Dropout,17-30
2433,1,17,4,9119,1,1,135.0,1,38,37,5,7,126.6,1,0,0,1,1,0,0,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled,17-30
2434,2,43,1,9085,1,1,160.0,1,37,37,9,7,120.0,0,0,0,1,1,0,0,0,5,11,0,0.0,2,0,5,11,3,11.66666667,1,9.4,-0.8,-3.12,Enrolled,17-30
2435,1,42,1,9119,1,1,150.0,1,38,37,5,8,133.5,1,0,0,1,1,0,0,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate,17-30
2436,1,39,1,9003,1,1,130.0,1,1,3,2,6,110.0,0,0,0,1,1,0,0,8,18,27,13,13.71428571,1,7,12,18,12,12.08333333,0,15.5,2.8,-4.06,Graduate,31-40
2437,1,1,4,9119,1,1,111.0,1,37,37,9,5,107.5,1,0,0,1,1,1,0,0,5,9,3,12.33333333,0,0,6,14,3,12.5,0,11.1,0.6,2.02,Dropout,17-30
2438,1,7,1,9003,1,3,130.0,1,1,38,9,7,130.0,1,0,0,0,1,0,0,11,17,31,11,12.72727273,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout,31-40
2439,1,43,1,9670,1,6,170.0,1,34,34,0,0,111.6,0,0,0,1,1,0,0,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,31-40
2440,1,18,3,9147,1,1,133.1,1,1,38,4,7,101.0,1,0,0,0,1,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,17-30
2441,1,39,1,8014,0,1,100.0,1,37,37,6,6,108.3,0,0,0,1,1,0,0,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled,31-40
2442,2,43,1,9670,1,1,120.0,1,34,34,0,0,128.2,0,0,0,1,1,0,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,Dropout,31-40
2443,2,39,1,9003,1,3,110.0,1,3,19,4,6,150.0,0,0,0,1,1,0,0,0,6,8,6,18.875,0,6,12,14,12,17.69230769,0,16.2,0.3,-0.92,Graduate,31-40
2444,1,1,1,9853,1,1,133.1,1,34,34,0,0,142.8,0,0,0,1,1,0,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,17-30
2445,1,39,1,9500,1,1,120.0,1,37,37,9,9,100.0,0,0,0,1,1,0,0,0,7,15,6,11.33333333,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled,31-40
2446,1,7,1,9991,0,40,150.0,1,37,37,6,6,150.0,1,0,0,1,1,0,0,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,Dropout,41-50
2447,2,39,1,9254,1,19,133.1,1,37,19,9,10,156.5,0,0,0,1,1,0,0,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,Graduate,51-60
2448,1,39,1,9119,1,19,120.0,1,37,37,9,4,98.6,0,0,1,0,1,0,0,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout,17-30
2449,1,7,1,9991,0,3,130.0,1,37,37,9,9,130.0,0,0,0,1,1,0,0,9,9,9,9,14.22222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout,31-40
2450,1,1,1,171,1,1,130.0,1,1,38,5,9,118.1,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,17-30
2451,1,39,1,9003,1,1,100.0,1,1,3,9,10,120.0,0,0,1,0,1,0,0,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout,41-50
2452,1,1,1,9085,1,1,142.0,1,1,1,9,9,127.7,1,0,0,1,1,0,0,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,Graduate,17-30
2453,1,15,1,171,1,1,130.0,26,1,1,2,9,130.0,0,0,0,1,1,0,1,6,12,12,12,15.08333333,0,4,11,15,11,13.08333333,0,8.9,1.4,3.51,Enrolled,17-30
2454,1,18,1,9119,1,1,148.0,1,3,19,3,5,147.7,0,0,0,1,1,1,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,17-30
2455,1,44,1,9003,1,39,170.0,1,19,19,5,5,170.0,1,0,0,1,1,0,0,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,Graduate,17-30
2456,1,39,1,9070,1,1,110.0,1,37,37,7,7,110.2,0,0,0,1,1,0,0,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,51-60
2457,1,1,1,9147,1,1,166.0,1,19,37,4,8,146.4,0,0,0,1,1,0,0,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Enrolled,17-30
2458,1,17,2,9119,1,1,135.0,1,12,19,5,5,121.0,0,0,0,1,1,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout,17-30
2459,1,1,1,9147,1,1,133.0,1,19,37,9,9,129.9,0,0,0,1,1,0,0,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate,17-30
2460,2,39,1,9773,1,1,133.1,1,37,37,7,4,132.0,0,0,0,1,1,0,0,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,41-50
2461,1,18,3,9254,1,1,121.0,1,19,19,9,6,125.9,1,0,0,1,1,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,17-30
2462,1,1,1,171,1,1,159.0,1,3,3,2,2,165.7,1,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,17-30
2463,1,17,5,9254,1,1,130.0,1,37,38,9,9,122.7,1,0,1,1,1,1,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,17-30
2464,2,39,1,9991,0,1,121.0,1,37,19,9,9,141.4,0,0,1,0,1,0,0,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Dropout,17-30
2465,1,39,1,9130,1,19,133.1,1,37,37,9,10,156.4,1,0,1,1,1,0,0,0,6,9,5,11.57142857,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,Dropout,41-50
2466,1,1,1,9119,1,1,146.0,1,37,37,9,9,148.5,1,0,0,1,1,0,0,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,Enrolled,17-30
2467,1,44,1,9003,1,39,140.0,1,37,37,9,1,140.0,0,0,0,1,1,1,0,0,6,11,5,13.83333333,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,Enrolled,17-30
2468,1,43,1,9070,1,1,125.0,1,38,37,8,7,131.7,1,0,0,1,1,0,0,3,6,6,4,12.75,0,3,9,12,3,12.66666667,0,12.4,0.5,1.79,Dropout,17-30
2469,2,39,2,9147,1,1,120.0,1,37,37,9,9,104.7,1,0,0,1,1,0,0,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,31-40
2470,1,44,1,9130,1,39,150.0,1,5,1,2,5,150.0,1,0,0,1,1,0,0,1,6,13,5,11.6,0,1,6,12,2,11.0,0,13.9,-0.3,0.79,Enrolled,17-30
2471,2,39,1,9085,1,19,110.0,1,37,37,90,90,110.0,0,0,0,0,1,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,17-30
2472,1,1,1,9670,1,1,120.0,1,1,1,9,9,129.1,1,0,0,1,1,0,0,0,6,6,4,11.25,0,0,6,10,3,10.33333333,0,10.8,1.4,1.74,Dropout,17-30
2473,1,39,1,9003,1,1,133.1,1,1,1,1,6,120.0,0,0,0,0,1,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,17-30
2474,1,1,1,9773,1,1,133.1,1,3,19,2,5,127.0,0,0,0,1,1,0,0,0,6,6,6,14.33333333,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,Graduate,17-30
2475,2,39,1,8014,0,19,133.1,1,19,37,9,9,151.5,0,0,1,0,1,0,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout,41-50
2476,1,43,2,9500,1,1,130.0,1,38,37,4,4,126.8,1,0,0,1,1,1,0,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,Graduate,17-30
2477,1,1,1,9254,1,1,160.0,1,19,38,9,9,140.8,1,0,0,1,1,0,0,0,6,8,6,12.66666667,0,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled,17-30
2478,1,1,1,9500,1,1,128.0,1,1,19,4,7,125.6,1,0,0,1,1,0,0,0,7,7,7,12.44428571,0,0,8,11,7,11.34714286,0,12.4,0.5,1.79,Graduate,17-30
2479,1,1,2,9147,1,1,140.0,1,19,19,9,4,127.8,1,0,0,1,1,0,0,0,5,7,3,10.66666667,1,0,5,7,3,11.33333333,0,9.4,-0.8,-3.12,Dropout,17-30
2480,1,43,1,171,1,1,120.0,1,3,3,2,2,120.0,1,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,17-30
2481,1,1,1,9070,1,1,140.0,1,19,19,5,5,131.3,0,0,0,1,1,1,0,1,6,6,6,12.66666667,0,1,6,6,5,12.4,0,12.4,0.5,1.79,Graduate,17-30
2482,1,39,1,9991,0,12,120.0,1,37,38,5,5,155.7,0,0,0,1,1,0,0,0,5,5,5,13.2,0,0,5,6,5,14.83333333,0,10.8,1.4,1.74,Graduate,31-40
2483,1,53,1,9003,1,42,130.0,1,1,38,9,6,128.5,0,0,0,1,1,0,0,7,12,20,10,12.7,0,5,12,14,11,12.18181818,0,8.9,1.4,3.51,Graduate,17-30
2484,2,39,1,9147,1,1,100.0,1,37,37,9,5,170.0,0,0,0,1,1,0,0,0,5,6,5,14.83333333,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,Graduate,41-50
2485,2,39,1,9003,1,1,133.1,1,37,37,9,9,100.0,0,0,0,0,1,0,0,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,Dropout,41-50
2486,4,39,1,9670,1,1,110.0,1,19,19,90,99,107.2,0,0,0,1,1,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,41-50
2487,1,18,1,9147,1,1,147.0,1,19,1,9,7,139.3,1,0,0,1,1,0,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout,17-30
2488,1,17,6,9147,1,1,133.0,1,19,38,5,6,123.2,1,0,0,1,1,0,0,0,5,7,3,12.66666667,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,Enrolled,17-30
2489,1,1,2,9254,1,1,137.0,1,1,38,2,8,122.3,1,0,0,1,1,1,0,0,6,7,6,14.71428571,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,17-30
2490,1,17,2,9773,1,1,124.0,1,1,1,4,4,127.9,1,0,0,1,1,0,0,0,6,11,3,13.66666667,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled,17-30
2491,1,1,2,9147,1,1,128.0,1,1,1,9,6,120.3,0,0,0,1,1,0,0,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled,17-30
2492,1,51,1,8014,0,1,120.0,1,1,1,4,4,128.5,0,0,1,0,1,0,0,2,8,13,4,10.5,0,5,10,16,7,10.42857143,0,12.4,0.5,1.79,Dropout,17-30
2493,2,39,1,9003,1,1,133.1,1,37,37,8,7,150.0,0,0,0,1,1,0,0,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,Graduate,31-40
2494,1,1,1,9773,1,1,142.0,1,1,19,9,9,136.1,0,0,1,1,1,1,0,0,6,6,6,12.66666667,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate,17-30
2495,1,39,1,9773,1,19,100.0,1,37,37,0,0,128.0,1,0,0,1,1,0,0,0,6,7,6,13.16666667,0,0,6,6,6,13.66666667,0,7.6,2.6,0.32,Graduate,17-30
2496,1,1,1,171,1,1,149.0,1,19,37,9,9,158.1,1,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,17-30
2497,2,1,2,8014,0,1,110.0,1,37,1,9,10,108.7,1,0,0,1,0,0,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate,41-50
2498,1,39,1,171,1,19,133.1,101,1,19,2,7,110.0,0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,17-30
2499,1,39,1,9238,1,19,133.1,1,37,37,9,9,120.0,0,1,1,1,0,0,0,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,Dropout,31-40
2500,1,44,1,9085,1,39,150.0,6,5,4,1,1,150.0,0,0,0,1,0,0,1,2,6,7,6,13.33333333,0,1,6,16,5,13.375,0,12.4,0.5,1.79,Graduate,17-30
2501,2,39,1,8014,0,12,133.1,1,37,37,9,1,113.0,0,0,0,1,0,0,0,0,6,13,3,12.33333333,0,0,6,6,6,13.33333333,0,11.1,0.6,2.02,Graduate,41-50
2502,1,51,1,33,1,1,121.0,1,19,37,5,7,118.6,0,0,0,1,0,0,0,14,21,23,20,13.18181818,0,10,14,18,14,11.64285714,0,8.9,1.4,3.51,Graduate,17-30
2503,2,39,1,9500,1,1,133.1,1,3,1,5,5,148.8,0,0,0,1,0,1,0,0,7,7,6,12.51333333,0,0,8,9,7,13.07142857,0,12.4,0.5,1.79,Graduate,31-40
2504,1,18,3,9853,1,1,122.0,1,38,37,9,5,120.3,1,0,0,1,0,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,17-30
2505,1,1,6,9500,1,1,143.0,1,19,19,9,9,127.0,1,0,0,1,0,1,0,0,8,8,7,13.58571429,0,0,8,8,7,13.58571429,0,12.7,3.7,-1.7,Graduate,17-30
2506,1,1,1,9556,1,1,123.0,1,19,19,4,9,113.8,1,0,0,1,0,0,0,0,7,9,7,11.15555556,0,0,8,10,8,11.425,0,12.7,3.7,-1.7,Graduate,17-30
2507,1,39,1,8014,0,1,120.0,1,38,37,9,7,108.0,0,0,0,1,1,1,0,1,7,9,6,11.85714286,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,Graduate,31-40
2508,1,17,1,171,1,1,114.0,1,19,38,9,7,129.1,0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,17-30
2509,1,43,1,9070,1,1,114.0,1,19,38,9,7,135.9,0,0,0,1,1,0,0,9,14,14,14,14.0,0,7,13,13,13,13.61538462,0,15.5,2.8,-4.06,Graduate,17-30
2510,1,10,2,9773,1,1,154.4,22,19,38,3,5,154.4,1,0,0,0,0,0,1,0,6,8,5,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,17-30
2511,1,15,1,9500,1,1,190.0,108,3,2,122,4,190.0,1,0,0,1,0,0,1,0,7,15,4,11.575,0,0,7,10,5,12.42,0,12.4,0.5,1.79,Enrolled,17-30
2512,1,17,4,9500,1,1,136.0,1,3,3,2,2,132.5,1,0,0,1,0,0,0,0,7,8,7,13.19857143,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,Graduate,17-30
2513,1,10,2,9085,1,1,163.3,22,19,1,4,9,163.3,0,0,0,1,0,0,1,0,6,10,6,13.5,0,0,6,12,6,12.0,0,12.4,0.5,1.79,Graduate,17-30
2514,1,1,1,9670,1,1,126.0,1,1,3,4,3,122.5,1,0,0,1,0,0,0,0,6,6,6,13.33333333,0,0,6,8,5,12.8,0,8.9,1.4,3.51,Dropout,17-30
2515,1,17,4,9119,1,1,122.0,62,1,1,191,171,121.0,1,0,0,1,1,0,1,0,5,10,4,14.25,0,0,5,14,1,10.0,0,8.9,1.4,3.51,Enrolled,17-30
2516,1,17,1,9070,1,1,137.0,1,1,1,1,5,131.8,0,0,0,1,0,1,0,0,6,7,6,12.16666667,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,Graduate,17-30
2517,1,1,3,9500,1,1,139.0,1,19,1,9,5,135.0,1,0,0,1,0,1,0,0,8,8,7,12.21428571,0,0,8,8,7,12.21428571,0,12.7,3.7,-1.7,Graduate,17-30
2518,1,17,1,9254,1,1,142.0,1,19,39,5,4,141.7,0,0,0,1,0,1,0,0,6,8,6,12.66666667,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Graduate,17-30
2519,1,1,3,9773,1,1,133.1,1,38,38,5,5,131.3,1,0,0,1,0,1,0,0,6,7,6,12.28571429,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,17-30
2520,1,1,6,9254,1,1,126.0,1,38,37,5,7,123.9,1,0,0,1,0,1,0,0,6,7,6,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate,17-30
2521,1,1,2,9254,1,1,131.0,1,4,3,7,4,126.1,1,0,0,1,0,0,0,0,6,8,6,12.14285714,0,0,6,6,6,11.16666667,0,8.9,1.4,3.51,Graduate,17-30
2522,1,17,6,9500,1,1,131.0,1,1,19,7,7,126.5,1,0,0,1,0,1,0,0,7,8,7,13.87571429,0,0,8,9,7,13.08571429,0,11.1,0.6,2.02,Graduate,17-30
2523,1,17,1,9853,1,1,108.0,1,19,1,5,5,107.3,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,17-30
2524,1,17,4,9238,1,1,133.1,1,1,19,9,5,95.0,1,0,0,1,0,1,0,0,6,12,6,11.66666667,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,17-30
2525,1,1,2,9085,1,1,122.0,1,3,1,4,7,116.1,1,0,0,1,0,0,0,0,6,13,6,13.15384615,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,Graduate,17-30
2526,1,1,4,9070,1,1,143.0,1,1,1,9,7,134.6,1,0,0,1,0,1,0,0,6,6,6,14.5,0,0,6,6,6,12.83333333,0,12.4,0.5,1.79,Dropout,17-30
2527,1,17,6,9500,1,1,135.0,1,19,19,7,7,128.0,1,0,0,1,0,1,0,0,7,7,7,14.44142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,Graduate,17-30
2528,1,17,2,9773,1,1,148.0,1,3,38,2,6,144.2,1,0,0,1,0,0,0,0,6,6,6,15.16666667,0,0,6,7,6,14.28571429,0,12.4,0.5,1.79,Graduate,17-30
2529,1,17,1,9147,1,1,134.0,1,19,38,4,8,129.5,0,0,0,1,0,1,0,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74,Graduate,17-30
2530,1,17,1,9773,1,1,122.0,1,1,1,4,7,116.8,1,0,1,1,0,0,0,0,6,6,6,11.66666667,0,0,6,6,6,12.33333333,0,16.2,0.3,-0.92,Graduate,17-30
2531,1,44,1,9003,1,39,160.0,1,37,38,9,6,160.0,0,0,0,1,0,1,0,0,6,8,6,12.625,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate,17-30
2532,1,16,2,9238,1,1,126.0,1,38,37,3,5,127.1,1,0,0,1,0,1,0,0,6,14,3,12.66666667,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,Graduate,17-30
2533,1,17,1,9130,1,1,138.0,1,2,19,2,6,126.3,1,0,0,1,0,1,0,0,6,7,6,12.83333333,1,0,6,8,6,13.0,0,8.9,1.4,3.51,Enrolled,17-30
2534,1,1,1,9238,1,1,115.0,1,38,38,8,7,112.9,1,0,0,1,0,1,0,0,6,7,6,11.85714286,0,0,6,8,6,13.14285714,0,12.4,0.5,1.79,Graduate,17-30
2535,1,17,2,9853,1,1,141.0,1,3,1,1,5,130.2,1,0,0,1,0,0,0,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled,17-30
2536,1,43,1,9130,1,1,100.0,41,3,4,3,2,100.0,0,0,0,1,0,0,1,0,5,10,5,14.85714286,2,0,5,7,5,15.14285714,0,9.4,-0.8,-3.12,Enrolled,17-30
2537,1,1,1,9670,1,1,130.0,1,19,19,7,7,121.6,0,0,0,1,0,0,0,0,6,7,6,14.71428571,0,0,6,6,6,15.83333333,0,12.4,0.5,1.79,Graduate,17-30
2538,1,15,1,9670,1,1,130.0,26,42,1,2,7,130.0,0,1,1,1,0,0,1,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,Graduate,17-30
2539,1,18,1,9130,1,1,135.0,1,38,19,9,5,121.7,1,0,0,1,0,1,0,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate,17-30
2540,1,7,1,9147,1,3,120.0,1,1,39,4,7,120.0,0,0,0,1,0,0,0,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout,31-40
2541,1,1,1,9853,1,1,148.0,1,19,19,4,5,143.5,0,0,0,1,0,1,0,0,7,8,6,12.83333333,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,17-30
2542,1,17,2,9556,1,1,136.0,1,1,1,9,9,128.3,0,0,0,1,0,1,0,0,7,7,7,13.42857143,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,Graduate,17-30
2543,1,17,1,9070,1,1,108.0,1,19,1,4,3,111.9,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,17-30
2544,1,44,1,9003,1,39,140.0,1,38,38,6,3,140.0,0,0,0,1,0,0,0,0,6,18,3,11.66666667,0,0,6,14,4,11.5,0,15.5,2.8,-4.06,Enrolled,17-30
2545,1,1,3,9773,1,1,153.0,1,3,1,2,8,137.6,1,0,0,1,0,0,0,0,6,6,6,16.0,0,0,6,7,6,14.33333333,0,12.4,0.5,1.79,Graduate,17-30
2546,1,1,1,9238,1,1,135.0,1,19,19,9,5,135.0,1,0,0,1,0,0,0,0,6,6,6,13.83333333,0,0,6,6,6,11.83333333,0,10.8,1.4,1.74,Graduate,17-30
2547,1,1,5,9500,1,1,146.0,1,19,37,7,7,133.8,1,0,0,1,0,0,0,0,8,9,8,13.2325,1,0,8,9,8,13.2325,1,9.4,-0.8,-3.12,Graduate,17-30
2548,1,1,2,9773,1,1,130.0,1,19,19,9,9,126.9,1,0,0,1,1,1,0,0,6,6,6,14.0,0,0,6,6,6,14.16666667,0,9.4,-0.8,-3.12,Graduate,17-30
2549,1,17,2,9254,1,1,113.0,1,1,2,5,3,106.7,1,0,1,1,1,1,0,0,6,14,2,10.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,17-30
2550,1,43,1,8014,0,1,145.7,22,37,37,9,9,145.7,1,0,0,1,0,0,1,8,16,16,15,13.33333333,0,11,13,13,11,12.27272727,0,13.9,-0.3,0.79,Graduate,17-30
2551,1,17,3,9070,1,1,145.0,1,3,3,4,4,153.1,1,0,0,1,0,1,0,0,6,6,6,12.5,0,0,6,6,6,14.33333333,0,12.7,3.7,-1.7,Enrolled,17-30
2552,1,1,1,8014,0,1,126.0,1,38,37,5,5,118.7,0,0,0,1,0,0,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Graduate,17-30
2553,1,17,1,9991,0,1,160.0,1,34,34,0,0,161.8,1,0,1,1,1,0,0,0,5,8,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,31-40
2554,1,18,4,9119,1,1,134.0,1,19,38,194,175,124.9,1,0,1,1,1,0,0,0,5,11,3,10.66666667,0,0,5,9,3,11.33333333,0,8.9,1.4,3.51,Enrolled,17-30
2555,1,1,1,9119,1,1,163.0,1,19,37,5,8,150.8,1,0,0,1,1,0,0,0,5,9,4,10.5,0,0,5,11,2,10.5,3,7.6,2.6,0.32,Enrolled,17-30
